path,modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,mfcc,chroma,zcr,rms
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-04-01-02-01-12.wav,03,01,04,01,02,01,12,"[-6.8079993e+02  6.1008831e+01  1.2701501e+00  1.4231954e+01
 -4.4370789e-02  1.1020168e+01 -3.0975709e+00  5.9617367e+00
 -5.4588294e+00 -8.2351351e+00 -1.9498408e+00 -2.0286105e+00
 -4.7433696e+00  1.2948381e+00 -2.0605857e+00 -5.7345152e+00
 -3.2834799e+00  2.2395086e+00 -4.6126704e+00 -6.4544792e+00
 -6.6022891e-01 -2.2599807e+00 -3.8358908e+00 -4.1099010e+00
 -4.1702900e+00 -1.6209728e+00 -2.3503079e+00 -4.3284578e+00
 -3.8645685e+00 -3.3995817e+00 -1.9592402e+00 -6.2513703e-01
  1.6352562e+00  5.5576439e+00  3.3574276e+00  6.2485881e+00
  6.0283976e+00  2.7037749e+00  5.8786125e+00  4.2223992e+00]","[0.42161694 0.39847073 0.4940666  0.66647863 0.5460282  0.522569
 0.5035889  0.47383106 0.4787542  0.5010196  0.53412175 0.52206206]",[0.07837409],[0.00319189]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-04-01-02-02-12.wav,03,01,04,01,02,02,12,"[-6.6080530e+02  7.1031380e+01 -4.3198161e+00  9.9173098e+00
 -1.5432395e+00  9.5135641e+00 -1.0299267e+01  2.7670703e+00
 -1.0620562e+01 -1.1835575e+01 -5.5189366e+00 -3.1857545e+00
 -8.2907515e+00 -2.6156983e+00 -2.9843786e+00 -7.9201822e+00
 -6.6292996e+00  6.9287091e-01 -6.3658829e+00 -8.3466749e+00
 -3.2699604e+00 -4.3840046e+00 -4.3037724e+00 -3.6497095e+00
 -7.0394568e+00 -1.4968399e+00 -1.9579346e+00 -2.8219867e+00
 -2.5886490e+00 -1.8244457e+00 -6.2781250e-01  9.3562460e-01
  2.2774060e+00  4.8058596e+00  3.3324983e+00  5.9085817e+00
  7.2735052e+00  4.9010797e+00  5.4943652e+00  4.5103922e+00]","[0.48097703 0.4615801  0.46292064 0.47918493 0.42592838 0.41035986
 0.4634278  0.51234263 0.53441167 0.57219267 0.62672186 0.5767157 ]",[0.09484754],[0.00427622]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-04-02-01-01-12.wav,03,01,04,02,01,01,12,"[-552.9022       63.664406    -12.066323      1.5254161    -3.2258966
    3.792466    -16.36722      -2.0265262    -6.85989      -9.8166485
   -7.720016      1.2529553    -2.8513644    -5.1657662     0.9377186
   -3.3361568    -2.2363656     2.7093582     1.4703172    -1.2408633
    2.9873376     7.6081133     6.293831      7.804978     10.604411
    9.073682      7.8362575     4.377117      2.0189517     3.394447
    1.2802674     5.823057      4.930547      2.754313      3.1993122
    0.64935577    0.6744268     2.7760868     2.553891      3.4070044 ]","[0.43211833 0.4300189  0.41641304 0.45987234 0.53168035 0.5593105
 0.51985705 0.51232666 0.47976032 0.48718286 0.46159506 0.44486105]",[0.06718104],[0.01307669]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-04-02-01-02-12.wav,03,01,04,02,01,02,12,"[-5.1989471e+02  6.0835354e+01 -2.0856230e+01 -6.5389533e+00
 -1.0295874e+01  7.7519608e-01 -1.9840963e+01 -5.2140079e+00
 -1.0483442e+01 -1.4694821e+01 -6.9554920e+00  1.4908456e+00
 -5.9056244e+00 -6.8407927e+00 -1.1038783e+00 -5.7390585e+00
 -1.9533240e+00  5.4793019e+00  4.0157733e+00  4.9705048e+00
  8.0347738e+00  8.4803305e+00  5.1507816e+00  3.7865796e+00
  3.8281574e+00  4.1124172e+00  4.6406326e+00  1.6796026e+00
  2.9953313e-01  2.4487628e-01 -2.7387936e+00  1.3371378e+00
  1.2230372e+00  8.1150275e-01  9.5333779e-01  1.2878779e+00
  2.1165183e+00  3.1184130e+00  2.0201974e+00  1.4007556e+00]","[0.3652781  0.27986023 0.30666468 0.34127146 0.38574016 0.46230763
 0.43720287 0.44340557 0.5006836  0.54912716 0.5825341  0.45132405]",[0.09611278],[0.0179992]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-04-02-02-01-12.wav,03,01,04,02,02,01,12,"[-5.4986694e+02  5.2858532e+01 -1.5043639e+01 -3.9188151e+00
 -7.1932364e+00  8.2874912e-01 -1.5303743e+01 -5.6959047e+00
 -9.4577398e+00 -1.1704676e+01 -9.6285810e+00  1.4783321e-01
 -4.2684021e+00 -8.1085300e+00 -7.9145491e-01 -5.5222116e+00
 -5.7508726e+00 -1.5928822e+00 -3.8487382e+00 -4.8479033e+00
 -5.9825808e-01  3.9576662e+00  3.3629906e+00  5.4046602e+00
  6.4731131e+00  8.7945051e+00  8.2016420e+00  6.3953958e+00
  4.9259644e+00  3.9189885e+00  6.9321698e-01  2.6671822e+00
  1.6465719e+00  2.7426717e+00  3.8925884e+00  9.0846437e-01
 -2.1894610e-01  9.9490362e-01  3.8279271e-01  3.9340487e-01]","[0.42282993 0.4779523  0.51489407 0.5867309  0.62332463 0.56320006
 0.54243857 0.52605104 0.45654014 0.45449582 0.42279288 0.4242162 ]",[0.07093755],[0.01428113]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-04-02-02-02-12.wav,03,01,04,02,02,02,12,"[-4.9704245e+02  4.8981846e+01 -1.7444773e+01 -2.8209181e+00
 -1.2929661e+01  3.2779715e+00 -2.0796005e+01 -5.8808041e+00
 -8.2762108e+00 -1.1337586e+01 -8.9080954e+00  3.8175902e-01
 -4.2822499e+00 -7.0930843e+00 -4.6035370e-01 -4.8018613e+00
 -4.7851906e+00  1.6248424e+00  1.3711138e+00  2.1895733e+00
  8.5159845e+00  1.3541422e+01  1.0756807e+01  8.0528631e+00
  6.5280628e+00  2.5400932e+00 -5.9864545e-01 -4.9040091e-01
  6.2352246e-01  3.8363581e+00  1.0753317e+00  2.6579125e+00
 -3.0310538e-01 -1.3418087e+00  1.1176012e+00  1.4643353e+00
  1.7964998e+00  1.3857161e+00 -1.2169522e+00  1.4947728e+00]","[0.37651557 0.32262263 0.34355837 0.34191492 0.32576007 0.38247046
 0.52434254 0.6094026  0.5374691  0.4598278  0.4529814  0.4033412 ]",[0.09511396],[0.02295801]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-05-01-01-01-12.wav,03,01,05,01,01,01,12,"[-6.1219501e+02  7.0897079e+01 -2.8344827e+00  1.2857364e+01
  9.6341467e-01  5.6186509e+00 -7.5659781e+00  5.6870289e+00
 -1.9150604e+00 -4.8749886e+00 -2.7596445e+00 -1.2486273e+00
 -2.1003001e+00 -2.4419949e+00 -1.8798378e+00 -2.8763993e+00
 -2.6660454e+00  1.9093410e+00 -3.6478622e+00 -6.0306520e+00
 -1.9447895e+00 -2.7997103e+00 -3.0808318e+00 -3.5327148e+00
 -2.5613894e+00 -1.0894318e+00 -3.9183538e+00 -2.7936878e+00
 -2.9283257e+00 -2.3793433e+00 -2.9743264e+00 -1.1577313e+00
 -8.4194756e-01  1.2272477e+00  2.2713099e-01  3.5034665e-01
  1.7167953e+00  8.1311888e-01  6.5254754e-01  8.2583869e-01]","[0.5106769  0.5037967  0.49773058 0.533395   0.56300735 0.56828904
 0.5626198  0.5425308  0.51860464 0.507809   0.5385214  0.5270056 ]",[0.07715209],[0.00562182]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-05-01-01-02-12.wav,03,01,05,01,01,02,12,"[-6.1428076e+02  7.8309349e+01 -3.6116793e+00  1.2051402e+01
  4.9035378e+00  8.0975075e+00 -9.6113958e+00  5.2446699e+00
 -3.8116374e+00 -4.9961343e+00 -4.6010118e+00 -1.9630978e+00
 -1.4781867e+00 -2.1587176e+00 -1.5844407e+00 -3.5110736e+00
 -2.8833623e+00  3.1589663e+00 -3.1409836e+00 -5.5208631e+00
 -2.7550287e+00 -1.9994396e+00 -3.2610626e+00 -3.2668142e+00
 -2.1640546e+00 -2.2957391e-01 -1.7565769e+00 -2.6423738e+00
 -1.9853848e+00 -2.1147046e+00 -2.2374167e+00 -1.2311805e+00
 -1.1599234e+00  1.6523201e+00  6.1165529e-01  1.6631625e+00
  3.4602289e+00  2.8866765e+00  2.4810441e+00  3.1908402e-01]","[0.47965413 0.5003519  0.50461406 0.514399   0.58010375 0.580831
 0.5070921  0.48364425 0.45991066 0.46510834 0.48944563 0.46747917]",[0.0685361],[0.00644371]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-05-01-02-01-12.wav,03,01,05,01,02,01,12,"[-6.5565131e+02  6.7523132e+01  1.2115289e+00  1.5549086e+01
 -2.5816031e+00  1.2275012e+01 -8.1462507e+00  2.1148965e+00
 -6.2462816e+00 -8.8917799e+00 -2.6185637e+00 -2.3032904e+00
 -7.4034247e+00 -2.6373572e+00 -3.6309435e+00 -5.8059025e+00
 -4.4405794e+00  5.1806259e-01 -6.4959116e+00 -7.3316216e+00
 -3.4744503e+00 -3.8584843e+00 -4.4414625e+00 -4.6391244e+00
 -5.2104216e+00 -2.3764768e+00 -4.4109163e+00 -5.6321645e+00
 -4.5239186e+00 -3.5057666e+00 -3.5140879e+00 -1.9771085e+00
 -2.7301955e+00 -1.2544955e+00 -2.9143121e+00 -7.5627863e-01
 -2.0909149e-02 -1.2534139e+00  1.0888741e+00  1.0006443e+00]","[0.5540222  0.5151276  0.5145924  0.5761886  0.6091787  0.54419106
 0.5070267  0.5014084  0.53607714 0.5076516  0.52616334 0.5440395 ]",[0.08973107],[0.00438404]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-05-01-02-02-12.wav,03,01,05,01,02,02,12,"[-6.3620001e+02  6.2229080e+01 -3.2901549e+00  1.0136466e+01
 -1.7316984e+00  7.7424231e+00 -1.0056640e+01  1.0209930e+00
 -7.3941317e+00 -1.0397389e+01 -2.4464684e+00 -1.8292198e+00
 -6.3580914e+00 -3.0350442e+00 -3.2363570e+00 -5.7393379e+00
 -4.6842723e+00  5.1519686e-01 -6.4481392e+00 -7.4769540e+00
 -3.7642586e+00 -3.7110186e+00 -3.7435222e+00 -4.5153284e+00
 -5.7166595e+00 -2.0960608e+00 -3.7174091e+00 -5.5235710e+00
 -4.2377381e+00 -3.1609666e+00 -3.2361236e+00 -1.7230889e+00
 -2.8674090e+00 -1.0874511e+00 -3.7564950e+00 -2.3312998e+00
 -1.5268224e+00 -3.2829697e+00 -1.6614021e+00 -2.3093002e+00]","[0.51690334 0.5349661  0.58159655 0.57386094 0.60907626 0.5901043
 0.5736401  0.5378402  0.47569954 0.43355674 0.4317281  0.45476446]",[0.08692665],[0.00485602]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-05-02-01-01-12.wav,03,01,05,02,01,01,12,"[-4.6759241e+02  6.0114483e+01 -7.1221070e+00  5.2939734e+00
 -3.8941424e+00  4.5220499e+00 -9.0954370e+00  2.6549177e+00
  1.7752392e+00 -4.8790669e+00 -2.1616645e+00  8.0123460e-01
 -2.2332089e+00 -1.2862678e+00 -4.4473222e-01 -2.1306329e+00
 -4.1443458e+00  8.6325800e-01 -1.7655605e+00 -5.7560840e+00
  9.3439452e-02  1.3272926e+00  8.7850457e-01  1.7752389e+00
  2.5880432e+00  2.6821818e+00 -1.4471283e+00  2.0662871e-01
  1.8975551e+00  2.2049625e+00  1.7239461e+00  3.6978519e+00
  2.6364033e+00  3.0581234e+00  4.7131605e+00  2.3810487e+00
  3.1630609e+00  4.0705152e+00  3.3235805e+00  2.9069591e+00]","[0.55289876 0.5501236  0.55761856 0.58779913 0.63181174 0.62618184
 0.6045842  0.595118   0.5712207  0.55984056 0.5396962  0.5495971 ]",[0.0427511],[0.02184066]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-05-02-01-02-12.wav,03,01,05,02,01,02,12,"[-4.0138705e+02  5.1261532e+01 -1.3474899e+01 -2.6061213e+00
 -9.5156689e+00  3.8318391e+00 -1.1841293e+01  3.2786193e+00
 -1.2997476e+00 -3.8834438e+00 -4.1248937e+00  1.0725310e-01
 -3.6307292e+00 -3.5244863e+00 -1.0654334e+00 -3.5813141e+00
 -3.6746652e+00  1.4114274e+00 -6.9613916e-01 -3.8763618e+00
 -5.7026470e-01  7.4117064e-01  2.0838600e-01  2.6528955e+00
  3.8849998e+00  8.0549250e+00  4.4210343e+00  5.0681806e+00
  5.2417154e+00  3.1976371e+00  2.4913821e+00  4.1610541e+00
  3.5392408e+00  3.4898252e+00  3.2497594e+00  2.6468010e+00
  3.2146685e+00  4.1388235e+00  2.6766350e+00  3.2228246e+00]","[0.56544036 0.6041532  0.5857055  0.58189934 0.59817755 0.5449299
 0.5368977  0.54743785 0.5335449  0.56444687 0.55893266 0.5629897 ]",[0.06468948],[0.0473959]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-05-02-02-01-12.wav,03,01,05,02,02,01,12,"[-4.9034708e+02  5.9746471e+01 -6.1896658e+00  6.0628242e+00
 -4.9502311e+00  6.9862866e+00 -1.1668820e+01  2.8998120e+00
 -2.2994399e+00 -8.2727060e+00 -4.5590920e+00  3.3856988e-02
 -5.5187860e+00 -2.0592144e+00 -7.3974097e-01 -3.6114528e+00
 -5.4167213e+00  4.8252958e-01 -4.9831209e+00 -7.6316609e+00
 -2.6158674e+00 -2.9328496e+00 -3.7727985e+00 -1.9692296e+00
  4.0410727e-01  2.9022934e+00  4.1603658e-01  1.3562899e+00
  1.0177060e+00  1.9687189e+00  2.6548952e-01  1.1527122e+00
  1.3579708e+00  2.0297933e+00  2.2003350e+00  2.2036848e+00
  3.9088972e+00  4.3541050e+00  2.8874538e+00  4.0115247e+00]","[0.52573    0.50372577 0.5211681  0.56813574 0.6283745  0.5720127
 0.49704608 0.48342553 0.47183973 0.48761284 0.5194727  0.5167077 ]",[0.08575149],[0.02139068]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-05-02-02-02-12.wav,03,01,05,02,02,02,12,"[-4.4334454e+02  5.6854424e+01 -1.0043819e+01 -5.4224217e-01
 -1.2282593e+01  5.8506289e+00 -1.1562099e+01  9.9838310e-01
 -1.7785621e+00 -5.9313598e+00 -4.5618477e+00  2.0896974e+00
 -9.1341662e-01 -3.5236213e+00 -2.8952091e+00 -3.6330230e+00
 -6.1874490e+00 -1.8844360e+00 -2.1406152e+00 -4.1437235e+00
  1.2424450e+00  2.6218073e+00  2.8539979e-01  1.0974600e+00
  2.1076469e+00  4.8004885e+00  2.3956954e+00  3.4168980e+00
  4.4719954e+00  2.9779525e+00  1.6019485e+00  2.1905687e+00
  2.4416423e+00  2.6239026e+00  2.1477401e+00  2.0462377e+00
  2.2095504e+00  2.8414774e+00  1.6274546e+00  3.1640515e+00]","[0.41503388 0.4829194  0.4900158  0.503231   0.50298893 0.5048148
 0.4763972  0.48346227 0.50738317 0.47705328 0.43896332 0.41204074]",[0.07325575],[0.03711136]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-06-01-01-01-12.wav,03,01,06,01,01,01,12,"[-5.5228870e+02  6.8218689e+01 -8.0645962e+00  1.0559490e+01
  3.7219754e-01  8.7178373e+00 -8.2365398e+00  8.2264215e-01
 -8.7518749e+00 -6.5306625e+00  1.0018697e+00  2.3487654e-01
 -3.5032406e+00 -1.3786979e+00 -5.4541743e-01 -2.2148173e+00
 -1.0455515e+00  1.0719650e+00 -1.5825398e+00 -1.8184078e+00
  1.9180496e+00  2.2551160e+00  3.0683856e+00  3.7215931e+00
  4.1287451e+00  5.9459753e+00  2.8660476e+00  3.1941876e+00
  2.7114544e+00  2.3246548e+00  3.6211193e+00  5.5673771e+00
  3.9248421e+00  4.2008429e+00  2.8753908e+00  2.5008824e+00
  3.7274818e+00  3.5597076e+00  4.2579012e+00  3.7789166e+00]","[0.49217552 0.51582825 0.50735104 0.57259583 0.6303741  0.6354493
 0.6044063  0.6064387  0.61398685 0.59619427 0.56446546 0.5214887 ]",[0.06390533],[0.00950687]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-06-01-01-02-12.wav,03,01,06,01,01,02,12,"[-5.6985095e+02  6.7669220e+01 -1.0471859e+01  8.1004763e+00
  2.0610521e+00  8.1471672e+00 -8.7252665e+00  4.6771288e-01
 -8.0167494e+00 -8.2618608e+00 -7.7178705e-01  2.1533244e+00
 -3.8108332e+00 -3.9356427e+00 -1.5225940e+00 -2.3659046e+00
  2.3156863e-01  1.7419133e+00 -3.1969588e+00 -3.8646128e+00
 -8.6097777e-01 -3.0246332e-01  1.1543527e+00  2.5706954e+00
  3.5480163e+00  8.0514336e+00  4.5552182e+00  2.6955240e+00
  2.5290730e+00  2.7757971e+00  3.9978507e+00  6.2137609e+00
  5.9789896e+00  6.3198242e+00  5.0353570e+00  3.3470581e+00
  2.9949708e+00  1.9882698e+00  3.3128142e+00  4.4622283e+00]","[0.5225385  0.46272126 0.44483137 0.47562912 0.52653986 0.50794554
 0.46212208 0.49467567 0.49350142 0.5548312  0.5956584  0.576881  ]",[0.0640064],[0.00846973]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-06-01-02-01-12.wav,03,01,06,01,02,01,12,"[-6.0626660e+02  6.3189014e+01 -1.1997488e+01  9.0636129e+00
 -2.2960985e+00  6.7200956e+00 -1.2701523e+01  3.3555546e-01
 -1.3618792e+01 -1.1606782e+01 -1.0407100e+00 -1.6872288e+00
 -7.1851206e+00 -4.4986582e+00 -3.9888000e+00 -7.5032625e+00
 -4.7315459e+00 -2.3356216e+00 -6.7886934e+00 -5.9333954e+00
 -3.8023341e+00 -4.5733919e+00 -4.5713210e+00 -3.9511032e+00
 -2.6925480e+00  1.6355690e+00 -1.0965493e+00 -9.6412969e-01
 -5.6723291e-01 -9.8142862e-01  2.5106406e-02  1.8860022e+00
  1.0273349e+00  2.4851501e+00  1.4231141e+00  3.2803483e+00
  3.8621373e+00  2.0088143e+00  3.2864947e+00  2.4565771e+00]","[0.45580885 0.4188884  0.43088043 0.50562125 0.53614056 0.5147459
 0.49743855 0.4886165  0.448795   0.54350865 0.5734754  0.51402396]",[0.09552697],[0.00593048]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-06-01-02-02-12.wav,03,01,06,01,02,02,12,"[-5.9618115e+02  6.2059299e+01 -1.2281594e+01  1.0210357e+01
 -5.1059670e+00  9.0198269e+00 -1.4009145e+01 -2.9585171e-01
 -1.2934438e+01 -9.5699444e+00 -1.9122787e+00 -4.6434736e-01
 -7.1169200e+00 -4.9381251e+00 -3.3925712e+00 -5.6388626e+00
 -4.9662218e+00 -1.7243855e+00 -5.2341352e+00 -5.8443432e+00
 -3.1274323e+00 -2.3719647e+00 -2.9550226e+00 -1.2433162e+00
  2.5157151e-01  4.7080679e+00  1.4237583e+00  6.4092410e-01
 -2.6232260e-01 -1.0924679e+00 -4.1940951e-01  1.4861274e+00
  6.4881301e-01  3.5671532e+00  3.7696607e+00  3.2634892e+00
  3.7851584e+00  1.9623421e+00  1.8953922e+00  2.1640272e+00]","[0.520384   0.4597132  0.49190792 0.5460738  0.57894075 0.56481254
 0.53632015 0.5323521  0.534287   0.61230713 0.63870096 0.60365754]",[0.08908781],[0.00714611]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-06-02-01-01-12.wav,03,01,06,02,01,01,12,"[-4.5534348e+02  5.3560013e+01 -1.6697001e+01 -8.2483359e-02
 -7.0895028e+00  5.9812117e+00 -1.3340648e+01 -5.5286878e-01
 -5.3425326e+00 -8.6862803e+00 -2.8004944e+00  5.1185446e+00
 -1.8746929e+00 -5.8605666e+00 -1.3617394e+00 -1.6816357e+00
  1.4337810e+00  1.0105911e+01  1.1083877e+01  9.3375711e+00
  1.3153575e+01  1.2509799e+01  8.2074852e+00  4.3085694e+00
  3.1156650e+00  3.8225725e+00  3.7840941e+00  4.3980360e+00
  1.5868292e+00  2.7245631e+00 -2.6878440e-01  1.5207721e+00
  9.7772592e-01  2.6045430e+00  2.8044491e+00  2.6812348e+00
  3.4011974e+00  4.0176129e+00  4.0866776e+00  4.6442981e+00]","[0.36258242 0.37572676 0.40699098 0.45893332 0.48749578 0.5072072
 0.5904473  0.6709784  0.6882735  0.65857345 0.52076715 0.4276434 ]",[0.04579828],[0.03109807]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-06-02-01-02-12.wav,03,01,06,02,01,02,12,"[-4.2549866e+02  4.8120522e+01 -2.3096277e+01 -4.4803300e+00
 -1.2656036e+01  3.4704211e+00 -1.4318053e+01 -1.7385843e+00
 -7.0042677e+00 -1.0641643e+01 -5.8322639e+00  8.5924327e-01
 -2.3440530e+00 -2.8181999e+00  2.1948047e+00  5.6354990e+00
  1.0778107e+01  1.4137368e+01  8.7178364e+00  2.9922879e+00
  4.9190392e+00  4.4991884e+00  2.6139026e+00  2.7826171e+00
  3.1847231e+00  2.8362238e+00  9.2571706e-01  1.0244490e+00
  3.1064501e-01  8.7611878e-01  6.3592300e-02  3.1307983e+00
  4.0925102e+00  2.8159864e+00  1.9360327e+00  2.1403141e+00
  4.9569468e+00  5.9724498e+00  2.3096664e+00  2.2054069e+00]","[0.41675428 0.37774745 0.3828593  0.35028353 0.3449416  0.3981443
 0.421919   0.45723847 0.4919152  0.521354   0.56356955 0.49821296]",[0.05078546],[0.04015347]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-06-02-02-01-12.wav,03,01,06,02,02,01,12,"[-4.42309052e+02  4.55464325e+01 -1.69049969e+01 -3.61206651e+00
 -1.39978313e+01  1.71561921e+00 -1.59807148e+01 -3.71698928e+00
 -1.26091175e+01 -1.31591778e+01 -6.65758467e+00 -1.69875145e+00
 -6.45172167e+00 -4.68579721e+00 -1.88440993e-01  1.90632844e+00
  6.39500809e+00  7.07192850e+00  3.13287377e+00  1.90209889e+00
  3.47626901e+00  3.52016401e+00  1.42017519e+00 -6.67189419e-01
  1.36040461e+00  3.28760505e+00  1.03933871e+00  8.03765893e-01
  6.64274216e-01 -3.64174873e-01 -1.06883740e+00  2.23618841e+00
  2.16908526e+00  7.65434921e-01  1.41855228e+00  2.76513600e+00
  3.83381510e+00  2.80535293e+00  7.07517862e-01  1.74808133e+00]","[0.4678511  0.40324607 0.3946497  0.42319793 0.4305727  0.5191819
 0.5193949  0.49449906 0.49811667 0.5239222  0.5393851  0.4989292 ]",[0.10077166],[0.03100693]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-06-02-02-02-12.wav,03,01,06,02,02,02,12,"[-4.40125031e+02  4.60753975e+01 -2.13026104e+01 -5.74771881e+00
 -1.26972389e+01  2.00009108e+00 -1.46669512e+01 -1.30226159e+00
 -8.89966011e+00 -1.19699287e+01 -8.27201080e+00 -1.15772903e+00
 -3.55941296e+00 -5.87954903e+00  2.94678378e+00  4.95208645e+00
  1.01664095e+01  1.45261927e+01  9.41269398e+00  5.59387684e+00
  4.01143503e+00  3.28454137e+00  8.76389861e-01  8.72228667e-02
  1.90435612e+00  1.82881880e+00  5.45130789e-01  6.78668857e-01
  6.02439120e-02 -6.62424043e-02 -1.37431312e+00  2.70820761e+00
  1.88942325e+00  2.25480652e+00  3.22398424e+00  4.30007124e+00
  4.75301743e+00  2.49801350e+00  1.17864954e+00  3.40390944e+00]","[0.40803137 0.3956053  0.43748036 0.42761055 0.42507517 0.46767274
 0.47796556 0.51869094 0.5277974  0.5555495  0.5423398  0.4929224 ]",[0.06783854],[0.03445754]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-07-01-01-01-12.wav,03,01,07,01,01,01,12,"[-6.4541064e+02  7.5006981e+01 -5.6455984e+00  1.1208323e+01
  5.1563325e+00  7.8349762e+00 -6.7091508e+00  7.8433585e-01
 -9.7491455e+00 -7.4613090e+00  2.1923087e+00  1.2250931e+00
 -5.9258981e+00 -2.5805387e+00  3.3204311e-01 -4.2858334e+00
 -2.4961281e+00  2.0799158e+00 -4.4018846e+00 -4.7206945e+00
 -1.5671258e+00 -2.8044603e+00 -1.6449338e+00 -4.0684609e+00
 -4.1133127e+00 -1.6314614e+00 -4.6145635e+00 -3.1918576e+00
 -1.4068930e+00 -2.4072027e+00 -1.7003298e+00  1.0428491e+00
 -1.8297113e-01  1.3316817e+00  1.2979178e+00  1.3386338e+00
  3.7651423e-01 -1.6673853e-01  4.8841092e-01  1.2752677e+00]","[0.49625933 0.43286562 0.44435772 0.47506502 0.49453822 0.47615808
 0.47207093 0.49643445 0.49295482 0.5001752  0.5231781  0.53845817]",[0.06087518],[0.00381859]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-07-01-01-02-12.wav,03,01,07,01,01,02,12,"[-6.42946106e+02  9.34707642e+01 -9.67023373e+00  1.28868885e+01
  6.48173285e+00  7.97436094e+00 -7.32044315e+00  3.68121767e+00
 -9.00948048e+00 -1.12493868e+01 -2.72368574e+00  8.57169390e-01
 -6.08209038e+00 -2.47815847e+00 -7.01419592e-01 -5.82463932e+00
 -3.18686295e+00  2.89408898e+00 -4.83801746e+00 -5.34913445e+00
 -1.45735610e+00 -3.77628374e+00 -1.53487790e+00 -3.28406048e+00
 -3.69967222e+00 -5.56852520e-01 -2.34386301e+00 -1.44365764e+00
 -7.92341709e-01 -2.92397547e+00 -1.30276096e+00 -8.08252767e-02
 -3.43139738e-01  7.06954718e-01 -1.69132209e+00  2.28554919e-01
  1.13956296e+00  4.15300392e-02  1.04358363e+00  1.33301282e+00]","[0.5306588  0.55860597 0.60996157 0.60360694 0.59069    0.5628907
 0.529774   0.55909353 0.53915226 0.52594674 0.51662785 0.50915164]",[0.07065907],[0.00446983]
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-07-01-02-01-12.wav,03,01,07,01,02,01,12,"[-6.61781616e+02  7.27992096e+01 -1.83026230e+00  9.35464573e+00
 -2.11744761e+00  8.86042690e+00 -7.87067747e+00  5.13446629e-01
 -1.14238205e+01 -9.14405918e+00 -4.99556690e-01 -6.69588447e-01
 -5.35383654e+00 -3.74241638e+00 -3.93015313e+00 -6.07876587e+00
 -5.28121042e+00  4.58670795e-01 -7.51541424e+00 -7.43224812e+00
 -2.77109075e+00 -3.62631941e+00 -4.49901295e+00 -5.88333893e+00
 -5.75170755e+00 -2.03781295e+00 -5.98000717e+00 -3.60032773e+00
 -3.94158530e+00 -3.55998135e+00 -3.50628114e+00 -1.13368607e+00
 -2.73088217e+00 -2.05245709e+00 -1.71917617e+00 -1.92937958e+00
 -1.34778750e+00 -9.95302796e-02 -5.59086919e-01 -9.03816164e-01]","[0.4939322  0.50391567 0.5297653  0.58928764 0.5956429  0.5536578
 0.5266631  0.50132596 0.5141683  0.4827722  0.45873874 0.49365875]",[0.07597396],[0.00376904]
