path,modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,mfcc,chroma,zcr,rms
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_09\03-01-07-02-01-02-09.wav,03,01,07,02,01,02,09,-0.6045298902901399,0.11678469420146272,0.37305519475167187,-0.6828901816847089
D:\Projects\emotion-detection-knn\audio_data\Actor_07\03-01-04-01-01-01-07.wav,03,01,04,01,01,01,07,0.0993597748880916,0.04732210353627934,-0.7352810333355054,-0.7006192070017495
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_24\03-01-03-01-01-01-24.wav,03,01,03,01,01,01,24,1.327374803518406,-2.0633400388794825,-0.24378699846492113,-0.5601915898733568
D:\Projects\emotion-detection-knn\audio_data\Actor_24\03-01-06-02-01-01-24.wav,03,01,06,02,01,01,24,-0.9324831417902054,-0.5858578908974933,1.0084970541635176,1.7844862494667004
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_03\03-01-02-02-01-01-03.wav,03,01,02,02,01,01,03,-0.21302155258978459,-0.08628312646448073,-0.3376925497681948,-0.4654276465545253
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-01-01-01-01-01.wav,03,01,01,01,01,01,01,-1.0637560263094392,2.276634130058174,-1.030419599610593,-0.6458224729180146
D:\Projects\emotion-detection-knn\audio_data\Actor_19\03-01-01-01-01-01-19.wav,03,01,01,01,01,01,19,-0.1887124628055478,0.11983831999166791,-1.4648379294715892,-0.6448654668695046
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_23\03-01-08-02-01-02-23.wav,03,01,08,02,01,02,23,-1.6548369557919609,-1.4566662419503174,0.07335303531646277,0.3996561806786889
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_02\03-01-06-02-02-01-02.wav,03,01,06,02,02,01,02,0.8356860352508908,-0.31631683598021015,1.6729276270911575,0.6447408725304509
D:\Projects\emotion-detection-knn\audio_data\Actor_21\03-01-06-02-01-01-21.wav,03,01,06,02,01,01,21,0.5823564141389103,-1.081295546714491,0.07581627596192662,0.39399063976905724
D:\Projects\emotion-detection-knn\audio_data\Actor_19\03-01-08-02-02-02-19.wav,03,01,08,02,02,02,19,-0.4229278168336397,-0.7580997379753288,-0.8479006155782844,-0.5575077412781305
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_17\03-01-06-02-02-02-17.wav,03,01,06,02,02,02,17,-0.429272743245112,-0.8328546471017065,0.029544190470799064,1.709663187281109
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_05\03-01-03-02-02-01-05.wav,03,01,03,02,02,01,05,0.5061030280394944,0.08543692101694872,0.0013323874532287657,-0.14791566276106077
D:\Projects\emotion-detection-knn\audio_data\Actor_23\03-01-03-01-02-01-23.wav,03,01,03,01,02,01,23,-0.8880120226253119,-1.1117466383957484,-1.108378416886998,-0.2862461671453969
D:\Projects\emotion-detection-knn\audio_data\Actor_13\03-01-06-01-01-02-13.wav,03,01,06,01,01,02,13,-0.5560193023155136,-0.45661122036875407,-0.7022631619067752,-0.6553258033895285
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_17\03-01-06-02-01-01-17.wav,03,01,06,02,01,01,17,-0.5886431851734584,-0.5764950642300529,-0.46217087626127473,2.683940916380927
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_13\03-01-03-01-02-02-13.wav,03,01,03,01,02,02,13,-0.35033078566023,-1.3921059991184201,-0.16262486868841217,-0.47105249843148234
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_15\03-01-06-02-01-01-15.wav,03,01,06,02,01,01,15,-0.11742899251710204,-0.5059211437229629,-1.6034848381505937,0.3779184718625322
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_21\03-01-08-01-01-01-21.wav,03,01,08,01,01,01,21,-1.0591075490732205,-1.4590037708576316,-0.08987899439406911,0.02041242407240575
D:\Projects\emotion-detection-knn\audio_data\Actor_20\03-01-02-01-01-01-20.wav,03,01,02,01,01,01,20,-0.6989215236291292,-1.0359873359946832,-1.4457714571808014,-0.7546599388583874
D:\Projects\emotion-detection-knn\audio_data\Actor_08\03-01-08-01-02-01-08.wav,03,01,08,01,02,01,08,-0.802249917875332,0.6150411528921995,-0.3421351802180477,-0.2895126826885256
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_01\03-01-04-01-01-02-01.wav,03,01,04,01,01,02,01,0.03130919014051504,0.7133673777577294,-1.44421543686235,-0.6636035801968789
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_17\03-01-02-01-02-01-17.wav,03,01,02,01,02,01,17,-0.18907045429909336,0.3715703873852754,-1.0644826988221419,-0.45953994352648947
D:\Projects\emotion-detection-knn\audio_data\Actor_19\03-01-04-02-01-02-19.wav,03,01,04,02,01,02,19,-1.1427543296629321,-0.6488147023835961,-0.6864373905901755,-0.5585843730827043
D:\Projects\emotion-detection-knn\audio_data\Actor_17\03-01-03-01-02-02-17.wav,03,01,03,01,02,02,17,-0.14285836335557872,-1.5622023339037536,0.5556484059016452,-0.16782562022946773
D:\Projects\emotion-detection-knn\audio_data\Actor_17\03-01-07-01-01-01-17.wav,03,01,07,01,01,01,17,0.4709237700429588,1.054668841111944,-0.7841494184533906,-0.43482379751854133
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_19\03-01-02-01-02-01-19.wav,03,01,02,01,02,01,19,-0.38584377698938543,-1.0833655284979806,-0.6638327590240406,-0.6982543604226932
D:\Projects\emotion-detection-knn\audio_data\Actor_16\03-01-03-02-01-02-16.wav,03,01,03,02,01,02,16,-1.0617623158517184,-1.0131439380997314,1.2356952647249204,0.6864398069961849
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-04-02-01-01-04.wav,03,01,04,02,01,01,04,-1.0697197236616365,-0.5357720616653352,0.5702101168959418,0.1709561485043939
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_24\03-01-03-02-02-02-24.wav,03,01,03,02,02,02,24,0.37825360068449265,-1.6728798790558972,0.8338087561295766,0.6046776371782419
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_05\03-01-08-02-01-02-05.wav,03,01,08,02,01,02,05,-1.0401834066704523,-0.49990004648648434,-0.4018511712944919,-0.316825602761776
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_17\03-01-03-02-02-02-17.wav,03,01,03,02,02,02,17,0.6792590884940273,-0.33701502414513407,0.592851587105658,0.5962664003437183
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_16\03-01-03-01-02-01-16.wav,03,01,03,01,02,01,16,-1.7694052854626396,-1.3291740207851817,0.9812579013026038,-0.26662347424767363
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_24\03-01-01-01-02-02-24.wav,03,01,01,01,02,02,24,-1.578559206601845,-1.1209178799418402,-0.5739756097012465,-0.5487270480269202
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_13\03-01-03-01-01-02-13.wav,03,01,03,01,01,02,13,-0.10970009257433848,-1.134281133391649,-0.25217521259152587,-0.5574304321160486
D:\Projects\emotion-detection-knn\audio_data\Actor_21\03-01-08-01-02-01-21.wav,03,01,08,01,02,01,21,0.21151455431438365,-1.1004176509704278,-0.047778472915694745,-0.0012715752206203486
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_05\03-01-02-01-02-01-05.wav,03,01,02,01,02,01,05,0.17855242801677526,-0.6648789254325187,-0.3225106299685226,-0.7366094701832164
D:\Projects\emotion-detection-knn\audio_data\Actor_16\03-01-02-01-02-02-16.wav,03,01,02,01,02,02,16,-0.24319343724157363,0.2289731641710838,-0.11069667683124043,-0.507729592484499
D:\Projects\emotion-detection-knn\audio_data\Actor_09\03-01-03-01-02-02-09.wav,03,01,03,01,02,02,09,0.49032772687582754,-1.5354843733560348,-0.2870971470459788,-0.5572497728109727
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_06\03-01-03-01-01-02-06.wav,03,01,03,01,01,02,06,1.5061073710690362,-0.5903657680109292,0.7277953873589499,-0.39111319727736804
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_20\03-01-02-01-02-02-20.wav,03,01,02,01,02,02,20,-0.1604142486991351,-0.7048321172904469,-1.137001493119481,-0.7514984010195597
D:\Projects\emotion-detection-knn\audio_data\Actor_23\03-01-08-02-01-01-23.wav,03,01,08,02,01,01,23,-1.377781360222467,-0.22165195622338948,1.3291867936607755,0.272840672541306
D:\Projects\emotion-detection-knn\audio_data\Actor_18\03-01-07-02-02-01-18.wav,03,01,07,02,02,01,18,-0.7321320261618174,-0.4392263981415738,1.177359348206537,0.4392669539875547
D:\Projects\emotion-detection-knn\audio_data\Actor_03\03-01-04-01-01-02-03.wav,03,01,04,01,01,02,03,0.18837139361542543,0.47451237231891175,-1.6731780535021665,-0.6271600411914153
D:\Projects\emotion-detection-knn\audio_data\Actor_14\03-01-04-02-01-01-14.wav,03,01,04,02,01,01,14,1.0458387435452634,-0.7603712265382819,0.5190384918084481,-0.5648488565533083
D:\Projects\emotion-detection-knn\audio_data\Actor_05\03-01-06-01-01-01-05.wav,03,01,06,01,01,01,05,-0.574562901489551,1.526610338950929,-0.30803799151542405,-0.5755411205595782
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_15\03-01-08-01-01-01-15.wav,03,01,08,01,01,01,15,0.41182869950213336,-0.7263970695113728,-1.4102639532425494,-0.2992642162593554
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_11\03-01-04-02-01-02-11.wav,03,01,04,02,01,02,11,-1.161485896863197,-0.6830549191846326,-1.3295097976979449,-0.09857207283639548
D:\Projects\emotion-detection-knn\audio_data\Actor_11\03-01-06-01-02-02-11.wav,03,01,06,01,02,02,11,-1.0461215315424932,1.2826338475407124,-0.5408939579343749,-0.3322963867653682
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_03\03-01-01-01-01-01-03.wav,03,01,01,01,01,01,03,-0.3104875574265325,-0.7959215929519945,-0.6271183771356118,-0.5125715873727938
D:\Projects\emotion-detection-knn\audio_data\Actor_11\03-01-02-02-01-02-11.wav,03,01,02,02,01,02,11,0.8567668578723419,-1.3758182611617986,0.048795955640498226,-0.7437528367595949
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_14\03-01-05-02-02-01-14.wav,03,01,05,02,02,01,14,-0.0924055922455888,0.2497794292724709,1.2340804125428386,2.8465863729110383
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_18\03-01-01-01-02-01-18.wav,03,01,01,01,02,01,18,-0.12139789843811435,-0.6440102028415734,-1.7440924423969475,-0.6729262513633169
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_11\03-01-07-02-01-01-11.wav,03,01,07,02,01,01,11,0.25233805434172835,0.18812356055500806,-0.17015039875860288,-0.2975609733515905
D:\Projects\emotion-detection-knn\audio_data\Actor_19\03-01-05-01-02-02-19.wav,03,01,05,01,02,02,19,-1.084760215171173,-0.8846132728782072,-0.6551481862572789,-0.07339288563660878
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_15\03-01-03-02-01-01-15.wav,03,01,03,02,01,01,15,-0.41317560482810595,-1.262209697107601,-1.1873637677091793,0.2421106875040303
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_21\03-01-07-01-01-01-21.wav,03,01,07,01,01,01,21,-0.6294884517755528,0.628629744540806,-0.8580999713759054,-0.1695182839887373
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_09\03-01-04-01-02-02-09.wav,03,01,04,01,02,02,09,-0.9602279342791857,-1.7152791667149117,-0.7875149309513549,-0.7851457896996146
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_05\03-01-08-01-01-02-05.wav,03,01,08,01,01,02,05,0.013925037714175064,-0.3294796485910828,-0.275126237373429,-0.45808246237608
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_17\03-01-01-01-01-01-17.wav,03,01,01,01,01,01,17,-0.5725969997320718,0.565276353112006,-1.157176423700727,-0.5143106366293125
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_24\03-01-02-01-02-02-24.wav,03,01,02,01,02,02,24,-0.33879187717762016,-1.293589078208151,0.34239609617317307,-0.6289650066808671
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_17\03-01-07-02-02-01-17.wav,03,01,07,02,02,01,17,0.33066049367858613,-1.3579783379348653,0.8286101087405466,-0.20970684156158453
D:\Projects\emotion-detection-knn\audio_data\Actor_14\03-01-04-02-02-01-14.wav,03,01,04,02,02,01,14,0.2730532305772187,-1.4447523868631775,0.7059247795119435,-0.4777922298037274
D:\Projects\emotion-detection-knn\audio_data\Actor_15\03-01-07-01-01-01-15.wav,03,01,07,01,01,01,15,1.1868127859217825,0.45798859923623914,-0.6901520454564138,-0.4130380756438285
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_06\03-01-03-02-02-01-06.wav,03,01,03,02,02,01,06,0.506438488164522,0.5946674826186548,1.8432436729794015,1.1540666528172459
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_01\03-01-08-01-02-01-01.wav,03,01,08,01,02,01,01,0.4657993364758621,-0.3239325669523915,-1.3737914967746572,-0.5539230374994853
D:\Projects\emotion-detection-knn\audio_data\Actor_13\03-01-06-02-01-02-13.wav,03,01,06,02,01,02,13,0.3182798441567401,0.21516765128384074,-0.3731335242157989,0.4634639079385732
D:\Projects\emotion-detection-knn\audio_data\Actor_08\03-01-08-02-01-02-08.wav,03,01,08,02,01,02,08,-1.589874950262775,0.06974649057958413,-0.4725087893452034,-0.21099342877476002
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_23\03-01-06-01-02-02-23.wav,03,01,06,01,02,02,23,0.4015848320011233,-0.5833325970230225,-1.3298803834557666,-0.5140070964455589
D:\Projects\emotion-detection-knn\audio_data\Actor_11\03-01-04-02-02-02-11.wav,03,01,04,02,02,02,11,0.004833367342394255,1.060958024687655,1.0155315855961198,-0.1362200072090316
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_19\03-01-05-02-01-01-19.wav,03,01,05,02,01,01,19,0.6927087125511876,-0.7953088592677707,0.40532419703774164,2.096065772296187
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_08\03-01-07-02-01-02-08.wav,03,01,07,02,01,02,08,-1.1546948126618122,-0.00026239363516530645,-1.1398914022338904,-0.5849777210175054
D:\Projects\emotion-detection-knn\audio_data\Actor_08\03-01-05-02-02-01-08.wav,03,01,05,02,02,01,08,1.1709447513937512,-0.5498674010864395,-0.4697640354831157,0.898801564990262
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_07\03-01-08-02-02-01-07.wav,03,01,08,02,02,01,07,0.7329773660369543,0.7254724350560987,1.101657585137639,0.11735160307802917
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_19\03-01-08-01-01-02-19.wav,03,01,08,01,01,02,19,-0.26528736553779053,-0.20966480418480646,-1.2695562798449742,-0.5784227178536038
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_05\03-01-02-02-01-01-05.wav,03,01,02,02,01,01,05,-1.4232111790446293,-0.11621615815955932,0.17236376282355875,-0.737791079692091
D:\Projects\emotion-detection-knn\audio_data\Actor_06\03-01-03-02-01-02-06.wav,03,01,03,02,01,02,06,-1.5076362549544824,0.3779381563389553,2.1923151131191068,1.0759624270367625
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-05-02-01-01-12.wav,03,01,05,02,01,01,12,1.4721888124643094,-0.39173702402155697,-1.4551405689215813,0.9590302849360757
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_22\03-01-06-01-01-02-22.wav,03,01,06,01,01,02,22,-1.3359814666808973,-0.5888703355536373,0.27242576624898623,-0.24819215622666693
D:\Projects\emotion-detection-knn\audio_data\Actor_02\03-01-06-02-02-01-02.wav,03,01,06,02,02,01,02,0.47700221839524626,1.6637481755004746,1.6729276270911575,0.6447408725304509
D:\Projects\emotion-detection-knn\audio_data\Actor_20\03-01-07-02-01-02-20.wav,03,01,07,02,01,02,20,-0.12416646765622791,-1.4219647362602412,-0.288186361268895,-0.3915713557852857
D:\Projects\emotion-detection-knn\audio_data\Actor_20\03-01-06-01-01-01-20.wav,03,01,06,01,01,01,20,-0.7486779382335242,-0.6923571843996409,-1.196058787255464,-0.7057557904866095
D:\Projects\emotion-detection-knn\audio_data\Actor_06\03-01-07-02-01-01-06.wav,03,01,07,02,01,01,06,-0.9424344053842397,0.31102554214442985,1.2380237968975853,-0.30010241033245516
D:\Projects\emotion-detection-knn\audio_data\Actor_02\03-01-07-01-01-01-02.wav,03,01,07,01,01,01,02,-0.3011065880417874,0.8991715434581385,-0.6544108635551437,-0.5666920697334743
D:\Projects\emotion-detection-knn\audio_data\Actor_14\03-01-08-01-02-02-14.wav,03,01,08,01,02,02,14,-1.1700765383866638,-0.39412276653284267,-0.021658225124762707,-0.5785667570292724
D:\Projects\emotion-detection-knn\audio_data\Actor_11\03-01-06-01-02-01-11.wav,03,01,06,01,02,01,11,-1.3175202986598276,1.7095188154929084,-0.2455002703067211,-0.3262084936965727
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-02-01-02-01-12.wav,03,01,02,01,02,01,12,-0.9182324693725092,0.8397335370742662,0.8229875420350767,-0.5553902840177367
D:\Projects\emotion-detection-knn\audio_data\Actor_24\03-01-01-01-02-02-24.wav,03,01,01,01,02,02,24,-1.2494023917415742,-0.7550801678079357,-0.5739756097012465,-0.5487270480269202
D:\Projects\emotion-detection-knn\audio_data\Actor_10\03-01-03-02-01-01-10.wav,03,01,03,02,01,01,10,-0.2962223103937192,0.46217039934817983,2.0600121487631715,3.860777601722822
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_16\03-01-07-02-02-02-16.wav,03,01,07,02,02,02,16,-0.5163385072311991,-0.7564500994650953,0.4885097030587384,-0.009915553322043438
D:\Projects\emotion-detection-knn\audio_data\Actor_04\03-01-02-01-02-02-04.wav,03,01,02,01,02,02,04,-0.200457177364188,-0.17273237726825982,1.0160291821997234,-0.6026758226697133
D:\Projects\emotion-detection-knn\audio_data\Actor_14\03-01-04-01-02-01-14.wav,03,01,04,01,02,01,14,0.6595174725811883,-0.7628799259971096,1.5382944810710553,-0.677887058227022
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-01-01-02-01-04.wav,03,01,01,01,02,01,04,-4.2142025241332496e-07,-1.9432015319960576,-1.098532602101661,-0.6147962717228668
D:\Projects\emotion-detection-knn\audio_data\Actor_20\03-01-02-01-02-02-20.wav,03,01,02,01,02,02,20,-0.7362851591202744,-0.6744218657299808,-1.137001493119481,-0.7514984010195597
D:\Projects\emotion-detection-knn\audio_data\Actor_22\03-01-07-02-01-02-22.wav,03,01,07,02,01,02,22,0.6247670513532464,0.029840532068349128,0.2531992932823436,-0.2815465838714637
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_14\03-01-03-01-01-02-14.wav,03,01,03,01,01,02,14,-0.9302695217780214,-1.5296276612729276,-0.12127981431871324,-0.04438404668147482
D:\Projects\emotion-detection-knn\audio_data\Actor_21\03-01-05-01-01-02-21.wav,03,01,05,01,01,02,21,-1.0047488065386525,-1.8169721931821432,-0.029268978922642602,1.198903525482856
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_01\03-01-03-01-02-02-01.wav,03,01,03,01,02,02,01,0.5276877007176979,0.5087993619647064,-0.6921462806843371,-0.5212253308420589
D:\Projects\emotion-detection-knn\audio_data\Actor_16\03-01-06-02-01-01-16.wav,03,01,06,02,01,01,16,-0.3897266967147992,-1.4666384866043514,1.1154940697008264,1.513126207874894
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_01\03-01-08-02-02-02-01.wav,03,01,08,02,02,02,01,0.14845869371799486,0.2638267658211309,-1.6546278720520238,-0.08264964057011359
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_05\03-01-08-01-02-02-05.wav,03,01,08,01,02,02,05,-1.1872874776135676,-0.2389592399704078,-0.4715828747811496,-0.39068026596970873
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_17\03-01-07-01-01-02-17.wav,03,01,07,01,01,02,17,-0.7897621696586575,-1.573087503587032,-1.0403885764282033,-0.34037478731261245
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_11\03-01-02-02-02-01-11.wav,03,01,02,02,02,01,11,-0.6022567093097775,0.4412832753470325,-1.3423829792229962,-0.7154747728312993
D:\Projects\emotion-detection-knn\audio_data\Actor_11\03-01-07-02-01-02-11.wav,03,01,07,02,01,02,11,0.14038864792801434,1.5956982415172485,0.366943828730618,-0.32786372354578136
D:\Projects\emotion-detection-knn\audio_data\Actor_09\03-01-06-02-02-01-09.wav,03,01,06,02,02,01,09,0.34511186943445066,-0.6508719029067256,0.5571192024924077,-0.2181872497516552
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_01\03-01-05-02-02-02-01.wav,03,01,05,02,02,02,01,-1.6332562498806669,0.1665221020670049,3.224375005263611,6.383880104464257
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_24\03-01-06-01-02-01-24.wav,03,01,06,01,02,01,24,-1.4022014654846027,-1.4109140918931686,1.7488124837169623,0.1589439322781551
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_23\03-01-05-02-01-01-23.wav,03,01,05,02,01,01,23,0.2743288270260935,0.4799117440074653,-0.39831411168014696,1.966431327975098
D:\Projects\emotion-detection-knn\audio_data\Actor_20\03-01-06-02-01-01-20.wav,03,01,06,02,01,01,20,-1.1353987483848849,-0.49475501519806475,2.4971576379102163,2.866702216884779
D:\Projects\emotion-detection-knn\audio_data\Actor_07\03-01-07-01-01-02-07.wav,03,01,07,01,01,02,07,1.122512358395882,-1.5616925000493478,0.31029919083398527,-0.6262835994276013
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_08\03-01-07-01-01-02-08.wav,03,01,07,01,01,02,08,-0.821805061048924,-0.354298227618972,-0.5785381032003655,-0.6566994651326279
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-01-01-01-02-12.wav,03,01,01,01,01,02,12,-0.37139842989340405,2.574809952118779,-0.6109912987043433,-0.6223709420455976
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_15\03-01-04-01-01-02-15.wav,03,01,04,01,01,02,15,-0.8275294941224083,0.8746496952040576,-1.5126297464680862,-0.5467829260457209
D:\Projects\emotion-detection-knn\audio_data\Actor_21\03-01-03-02-01-02-21.wav,03,01,03,02,01,02,21,-0.278101859182255,-1.7190617437893563,-0.316969988007734,0.5167999057492845
D:\Projects\emotion-detection-knn\audio_data\Actor_09\03-01-01-01-02-01-09.wav,03,01,01,01,02,01,09,0.46850797093045954,-0.6230154064829924,-0.5470091727689376,-0.7391932237580627
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_11\03-01-08-02-01-01-11.wav,03,01,08,02,01,01,11,-0.49348694477337995,-1.0889541994760588,-0.8673569176944365,-0.2919759967266548
D:\Projects\emotion-detection-knn\audio_data\Actor_19\03-01-08-01-02-01-19.wav,03,01,08,01,02,01,19,0.2889700338028396,0.534658722277816,-0.6528900323887707,-0.5979404330470263
D:\Projects\emotion-detection-knn\audio_data\Actor_16\03-01-06-02-01-02-16.wav,03,01,06,02,01,02,16,-0.4010468312104401,-0.9082351918403574,2.661387609980462,2.29264181317377
D:\Projects\emotion-detection-knn\audio_data\Actor_24\03-01-02-01-01-02-24.wav,03,01,02,01,01,02,24,-0.17472272309612957,-0.5125855717733421,-1.1986111004421247,-0.7059502840627948
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_14\03-01-03-01-02-02-14.wav,03,01,03,01,02,02,14,-1.5032789014522148,-1.5077251086313068,-0.01870783465521844,-0.2660562691321877
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_09\03-01-07-02-02-01-09.wav,03,01,07,02,02,01,09,-0.6349512304426306,0.08036642502874736,0.7597388899882973,-0.6089411199209708
D:\Projects\emotion-detection-knn\audio_data\Actor_18\03-01-01-01-02-02-18.wav,03,01,01,01,02,02,18,-0.1325989623372405,-1.3614802207025227,-1.9462700661698569,-0.6653230987177138
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_22\03-01-06-02-01-02-22.wav,03,01,06,02,01,02,22,-0.6226789013190102,-1.3577719382879236,0.610676542124692,0.2613452070300365
D:\Projects\emotion-detection-knn\audio_data\Actor_17\03-01-03-01-01-02-17.wav,03,01,03,01,01,02,17,-0.27174737489204276,-2.044661190704458,0.028084940320563058,-0.23959374984183943
D:\Projects\emotion-detection-knn\audio_data\Actor_21\03-01-03-02-02-02-21.wav,03,01,03,02,02,02,21,-0.24772762445074445,0.23140258428718763,-0.11773450724684979,0.9021095833467189
D:\Projects\emotion-detection-knn\audio_data\Actor_04\03-01-05-01-02-02-04.wav,03,01,05,01,02,02,04,-0.6333983786894406,0.6447252967161423,0.7429987505481698,-0.193406815072081
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_11\03-01-08-01-01-02-11.wav,03,01,08,01,01,02,11,-0.17761875820831702,0.8029010632551393,-0.3395262344897618,-0.44596282710358004
D:\Projects\emotion-detection-knn\audio_data\Actor_11\03-01-05-02-01-02-11.wav,03,01,05,02,01,02,11,-0.452942845421037,0.9370718661601993,-0.557432309580555,3.1706191810809576
D:\Projects\emotion-detection-knn\audio_data\Actor_15\03-01-08-02-02-01-15.wav,03,01,08,02,02,01,15,0.4954466765783099,-1.5138852547161437,-1.1234151814343478,-0.3670261037145715
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_14\03-01-08-01-02-01-14.wav,03,01,08,01,02,01,14,-0.7438916166772123,-0.8219521842915508,0.5351347797316485,-0.6165971683090511
D:\Projects\emotion-detection-knn\audio_data\Actor_11\03-01-08-02-01-01-11.wav,03,01,08,02,01,01,11,-0.5968116063715055,0.11611466864526361,-0.8673569176944365,-0.2919759967266548
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-02-01-02-02-04.wav,03,01,02,01,02,02,04,0.3841828139797341,-0.5441288336749484,1.0160291821997234,-0.6026758226697133
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_03\03-01-05-02-01-01-03.wav,03,01,05,02,01,01,03,-1.5243140840974378,-0.2569015246000701,1.290819621285681,3.4953534681741893
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-04-01-02-02-12.wav,03,01,04,01,02,02,12,-0.6832812641987732,1.0644429461365157,1.409280602773415,-0.4703298612111788
